sale_id;date;time;store_id;store_type;zone;surface;open_to_clients_hours;open_days;foot_traffic_by_hour;employee_id;monthly_salary;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;has_loyalty_card;loyalty_points_used;loyalty_points_earned;product_id;price_sold;base_price;brand;category;model;size;color;is_best_seller
V7283730950;2024-02-17;13:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0023;M;35;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8798454437;2024-02-03;16:27;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0021;F;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7758349822;2024-02-27;14:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0176;F;39;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7758349822;2024-02-27;14:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0176;F;39;False;0;0;G030;20,0;20,0;Tee-short;Tee-short;Tee-short;XS;None;False
V1307639887;2024-02-09;12:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0006;M;44;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V7035831545;2024-02-16;17:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0121;M;29;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V7514855412;2024-02-20;13:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0079;M;38;False;0;0;P031;78,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V4676128055;2024-02-06;13:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0017;M;40;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2744226032;2024-02-05;12:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0143;F;40;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1645180391;2024-02-08;13:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0127;M;28;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7930652600;2024-02-03;09:43;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0193;M;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2656475920;2024-02-27;11:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0281;F;37;False;0;0;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V3224859520;2024-02-26;13:28;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0175;M;43;False;0;0;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V2369093420;2024-02-06;17:40;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0009;F;45;True;0;16;P034;137,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V1593190393;2024-02-26;13:43;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0076;M;66;True;20;5;P030;57,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5551347550;2024-02-13;18:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0009;F;45;True;10;15;P010;151,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V5551347550;2024-02-13;18:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0009;F;45;True;10;15;G010;10,0;10,0;Lacets;Lacets;Lacets;XL;None;False
V1946775374;2024-02-23;17:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0272;M;50;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2653889504;2024-02-08;09:53;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0218;M;35;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8226402474;2024-02-17;14:14;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0117;F;48;True;10;5;P030;58,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8226402474;2024-02-17;14:14;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0117;F;48;True;10;5;G030;10,0;10,0;Bonnet;Bonnet;Bonnet;XL;None;False
V7108107652;2024-02-17;15:28;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0010;M;37;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V6141378528;2024-02-22;13:57;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0188;F;48;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9617790385;2024-02-10;11:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0143;F;40;True;0;5;P030;44,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7108964817;2024-02-17;11:00;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0214;F;53;False;0;0;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V5933213876;2024-02-13;17:03;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0128;M;47;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5933213876;2024-02-13;17:03;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0128;M;47;True;0;5;G030;20,0;20,0;Echarpe;Echarpe;Echarpe;L;None;False
V7433576001;2024-02-24;17:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0100;F;39;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V2980704918;2024-02-09;17:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0056;M;29;True;30;11;P037;111,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V6352100238;2024-02-27;13:51;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0164;F;38;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4940637670;2024-02-20;18:14;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0051;F;50;True;30;5;P030;56,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8556644923;2024-02-10;17:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0011;M;46;False;0;0;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V9515569487;2024-02-23;14:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0189;M;34;False;0;0;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V6846155006;2024-02-03;09:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0010;M;37;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4424023934;2024-02-12;09:12;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0198;F;49;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V4424023934;2024-02-12;09:12;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0198;F;49;True;0;13;G035;10,0;10,0;Tee-short;Tee-short;Tee-short;M;None;False
V2301127686;2024-02-15;14:16;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0278;F;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7599411700;2024-02-10;13:43;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0207;M;54;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4619521266;2024-02-19;13:56;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0134;M;49;False;0;0;P037;97,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V5206126959;2024-02-23;18:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0282;M;48;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6916975683;2024-02-06;09:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0110;F;43;False;0;0;P037;97,28;114,45;New Balance;Running;Elite;41;Premium Black;False
V1319482725;2024-02-10;09:25;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0079;M;38;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4503665833;2024-02-08;16:47;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0159;M;33;True;10;5;P030;58,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4503665833;2024-02-08;16:47;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0159;M;33;True;10;5;G030;10,0;10,0;Lacets;Lacets;Lacets;L;None;False
V4762747734;2024-02-24;09:30;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0265;F;39;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6452901185;2024-02-23;13:07;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0222;M;49;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4136413190;2024-02-17;13:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0043;F;60;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4136413190;2024-02-17;13:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0043;F;60;True;0;5;G030;20,0;20,0;Lunettes;Lunettes;Lunettes;L;None;False
V4136413190;2024-02-17;13:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0043;F;60;True;0;5;G030;30,0;30,0;Echarpe;Echarpe;Echarpe;L;None;False
V1697386499;2024-02-28;15:47;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0134;M;49;False;0;0;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V8548439648;2024-02-19;18:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0059;F;39;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8548439648;2024-02-19;18:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0059;F;39;False;0;0;G030;30,0;30,0;Tee-short;Tee-short;Tee-short;M;None;False
V9521726615;2024-02-20;12:37;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0257;M;38;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3148079659;2024-02-13;15:51;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0187;F;39;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4002488785;2024-02-07;12:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0187;F;39;True;0;5;P030;56,55;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9400096152;2024-02-08;13:05;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0185;M;30;False;0;0;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V5625091346;2024-02-20;17:46;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0235;F;45;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4569293277;2024-02-27;17:30;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0298;F;22;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V3327103961;2024-02-12;09:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0045;M;38;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2652965675;2024-02-08;17:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0110;F;43;False;0;0;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V2652965675;2024-02-08;17:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0110;F;43;False;0;0;G034;30,0;30,0;Bonnet;Bonnet;Bonnet;L;None;False
V2652965675;2024-02-08;17:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0110;F;43;False;0;0;G034;30,0;30,0;Lacets;Lacets;Lacets;S;None;False
V7599713582;2024-02-14;18:27;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0287;F;47;True;20;11;P037;112,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V8580393989;2024-02-01;12:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0026;M;50;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6697730522;2024-02-02;17:34;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0118;F;25;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5030342736;2024-02-22;11:29;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0203;M;33;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5030342736;2024-02-22;11:29;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0203;M;33;False;0;0;G030;30,0;30,0;Tee-short;Tee-short;Tee-short;XS;None;False
V9585780834;2024-02-25;11:42;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0270;M;34;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8278961059;2024-02-23;18:20;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0057;M;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7867819944;2024-02-19;13:06;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0148;M;36;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2843791584;2024-02-12;13:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0233;F;33;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V2843791584;2024-02-12;13:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0233;F;33;True;0;13;G035;20,0;20,0;Tee-short;Tee-short;Tee-short;M;None;False
V2879940381;2024-02-13;18:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0290;M;37;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8059670165;2024-02-07;15:06;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0182;M;68;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8059670165;2024-02-07;15:06;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0182;M;68;True;0;5;G030;20,0;20,0;Lacets;Lacets;Lacets;S;None;False
V4722784222;2024-02-05;13:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0217;M;34;True;20;13;P035;133,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V4633871565;2024-02-13;12:17;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0101;M;29;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4633871565;2024-02-13;12:17;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0101;M;29;True;0;5;G030;30,0;30,0;Bonnet;Bonnet;Bonnet;XL;None;False
V9169661756;2024-02-12;10:29;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0205;F;53;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9169661756;2024-02-12;10:29;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0205;F;53;True;0;5;G030;10,0;10,0;Tee-short;Tee-short;Tee-short;S;None;False
V9169661756;2024-02-12;10:29;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0205;F;53;True;0;5;G030;30,0;30,0;Lacets;Lacets;Lacets;S;None;False
V2246354538;2024-02-09;13:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0240;M;25;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2592588330;2024-02-12;18:48;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0144;M;37;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V2592588330;2024-02-12;18:48;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0144;M;37;True;0;11;G037;20,0;20,0;Tee-short;Tee-short;Tee-short;L;None;False
V4943753596;2024-02-23;09:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0105;M;37;True;0;5;P030;42,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4943753596;2024-02-23;09:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0105;M;37;True;0;5;G030;10,0;10,0;Tee-short;Tee-short;Tee-short;L;None;False
V4465509134;2024-02-07;14:07;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0243;F;49;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7039146530;2024-02-14;10:43;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0143;F;40;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4788357802;2024-02-08;17:56;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0108;F;39;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V5578473819;2024-02-28;13:05;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0220;M;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1423777575;2024-02-12;10:08;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0015;F;34;True;0;12;P034;125,20999999999998;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V9385262301;2024-03-15;14:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0047;M;62;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8323888757;2024-03-12;15:17;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0028;M;35;False;0;0;P035;94,82;135,45;New Balance;Basketball;Zoom;37;Pink;False
V8323888757;2024-03-12;15:17;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0028;M;35;False;0;0;G035;10,0;10,0;Lunettes;Lunettes;Lunettes;XL;None;False
V7664231155;2024-03-05;16:06;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0197;F;29;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4803366176;2024-03-16;11:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0233;F;33;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3808980184;2024-03-14;11:33;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0154;M;45;True;20;14;P040;143,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V3808980184;2024-03-14;11:33;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0154;M;45;True;20;14;G040;20,0;20,0;Tee-short;Tee-short;Tee-short;S;None;False
V3808980184;2024-03-14;11:33;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0154;M;45;True;20;14;G040;40,0;40,0;Lunettes;Lunettes;Lunettes;XS;None;False
V7270408045;2024-03-09;15:35;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0135;M;40;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V6715336697;2024-03-22;10:33;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0005;F;28;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V6715336697;2024-03-22;10:33;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0005;F;28;True;0;16;G034;30,0;30,0;Tee-short;Tee-short;Tee-short;XL;None;False
V4037679825;2024-03-12;11:27;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0061;M;42;False;0;0;P010;129,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V6238780956;2024-03-04;18:57;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0198;F;49;True;10;5;P030;58,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6146488325;2024-03-09;11:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0070;F;40;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6591942827;2024-03-30;18:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0275;M;33;False;0;0;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V9043874075;2024-03-08;18:28;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0011;M;46;False;0;0;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V8467614888;2024-03-27;13:12;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0255;F;52;False;0;0;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V3663005646;2024-03-11;16:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0003;M;57;False;0;0;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V3663005646;2024-03-11;16:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0003;M;57;False;0;0;G037;40,0;40,0;Bonnet;Bonnet;Bonnet;S;None;False
V4968051462;2024-03-18;10:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0222;M;49;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
