sale_id;line_id;date;time;store_id;store_type;zone;surface;open_to_clients_hours;open_days;foot_traffic_by_hour;employee_id;monthly_salary;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;has_loyalty_card;loyalty_points_used;loyalty_points_earned;product_id;product_kind;price_sold;tva_rate;price_ht;tva_amount;loyalty_discount_ttc;gross_price_ttc_before_loyalty;base_price;brand;category;model;size;color;is_best_seller
V011575;L0014567;2024-01-10;18:08;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0178;F;48;true;0;19;A011;accessory;35,67;0,2;29,73;5,94;0;35,67;35,67;Accessoire;Casquette;Casquette;L;White;false
V011576;L0014568;2024-01-02;12:40;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0342;F;40;true;0;9;P021;shoe;91,78;0,2;76,48;15,3;0;91,78;91,78;Nike;Training;Flex;43;Red Blood;false
V011577;L0014569;2024-01-25;16:01;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0110;M;30;true;0;20;P011;shoe;98,77;0,2;82,31;16,46;0;98,77;106,42;Puma;Basketball;Zoom;45;Classic Grey;false
V011577;L0014570;2024-01-25;16:01;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0110;M;30;true;0;20;P039;shoe;110,69;0,2;92,24;18,45;0;110,69;110,69;Puma;Training;Air;45;Premium Black;false
V011578;L0014571;2024-01-05;11:20;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0409;F;49;true;0;11;P039;shoe;110,69;0,2;92,24;18,45;0;110,69;110,69;Puma;Training;Air;45;Premium Black;false
V011579;L0014572;2024-01-09;14:25;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0165;F;40;false;0;0;P025;shoe;74,8;0,2;62,33;12,47;0;74,8;87;Nike;Casual;Air;42;Red Blood;true
V011580;L0014573;2024-01-22;14:19;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0004;F;21;true;0;8;P025;shoe;87;0,2;72,5;14,5;0;87;87;Nike;Casual;Air;42;Red Blood;true
V011581;L0014574;2024-01-31;18:33;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0158;M;40;true;0;8;P056;shoe;89;0,2;74,17;14,83;0;89;89;Puma;Training;Max;31;Deep Purple;false
V011582;L0014575;2024-01-30;16:42;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0258;F;16;false;0;0;P059;shoe;147,71;0,2;123,09;24,62;0;147,71;160;Nike;Limited Edition;Max;30;Deep Purple;true
V011583;L0014576;2024-01-30;17:09;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0269;M;32;true;0;20;P037;shoe;92;0,2;76,67;15,33;0;92;92;New Balance;Running;Pro;42;Light Green;false
V011583;L0014577;2024-01-30;17:09;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0269;M;32;true;0;20;P016;shoe;115,62;0,2;96,35;19,27;0;115,62;115,62;New Balance;Running;Flex;42;Premium Black;false
V011584;L0014578;2024-01-30;18:19;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0255;F;45;false;0;0;P042;shoe;109,5;0,2;91,25;18,25;0;109,5;109,5;Puma;Training;Pro;39;Red Blood;false
V011585;L0014579;2024-01-31;18:35;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0007;F;39;true;0;9;P037;shoe;92;0,2;76,67;15,33;0;92;92;New Balance;Running;Pro;42;Light Green;false
V011586;L0014580;2024-01-03;14:29;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0111;M;36;false;0;0;P020;shoe;160;0,2;133,33;26,67;0;160;160;New Balance;Limited Edition;Zoom;39;Electric Blue;false
V011587;L0014581;2024-01-04;13:29;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0380;M;38;true;0;16;P020;shoe;160;0,2;133,33;26,67;0;160;160;New Balance;Limited Edition;Zoom;39;Electric Blue;false
V011588;L0014582;2024-01-30;09:14;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0113;M;45;true;0;10;P003;shoe;106,76;0,2;88,97;17,79;0;106,76;106,76;Nike;Running;Max;37;Classic Grey;false
V011589;L0014583;2024-01-04;16:00;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0260;M;23;false;0;0;P071;shoe;113;0,2;94,17;18,83;0;113;113;Puma;Training;Pro;41;Black;false
V011590;L0014584;2024-01-16;11:34;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0397;M;16;true;0;24;P013;shoe;85,75;0,2;71,46;14,29;0;85,75;109,38;Puma;Basketball;Flex;33;Black;false
V011590;L0014585;2024-01-16;11:34;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0397;M;16;true;0;24;P027;shoe;160;0,2;133,33;26,67;0;160;160;Puma;Limited Edition;Zoom;33;Red Blood;false
V011591;L0014586;2024-01-10;18:16;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0160;F;58;true;0;8;P043;shoe;82,49;0,2;68,74;13,75;0;82,49;113;New Balance;Training;Flex;44;Sunny Yellow;false
V011592;L0014587;2024-01-16;16:04;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0363;F;46;true;0;10;P002;shoe;109,02;0,2;90,85;18,17;0;109,02;109,02;Puma;Basketball;Zoom;39;Pink;true
V011593;L0014588;2024-01-05;14:54;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0291;F;24;true;0;9;P070;shoe;90,55;0,2;75,46;15,09;0;90,55;90,55;Nike;Casual;Max;40;Pink;true
V011594;L0014589;2024-01-12;15:40;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0375;M;34;true;0;11;P071;shoe;113;0,2;94,17;18,83;0;113;113;Puma;Training;Pro;41;Black;false
V011595;L0014590;2024-01-03;11:03;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0352;M;29;true;0;8;P021;shoe;80,86;0,2;67,38;13,48;0;80,86;91,78;Nike;Training;Flex;43;Red Blood;false
V011596;L0014591;2024-01-02;14:26;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0055;F;25;false;0;0;P016;shoe;115,62;0,2;96,35;19,27;0;115,62;115,62;New Balance;Running;Flex;42;Premium Black;false
V011597;L0014592;2024-01-15;18:57;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0278;M;29;false;0;0;P021;shoe;91,78;0,2;76,48;15,3;0;91,78;91,78;Nike;Training;Flex;43;Red Blood;false
V011598;L0014593;2024-01-17;18:02;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0363;F;46;true;0;13;P038;shoe;106,82;0,2;89,02;17,8;0;106,82;149,39;Puma;Limited Edition;Elite;32;Black;false
V011598;L0014594;2024-01-17;18:02;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0363;F;46;true;0;13;A002;accessory;31,21;0,2;26,01;5,2;0;31,21;31,21;Accessoire;Bonnet;Bonnet;M;Classic Grey;false
V011599;L0014595;2024-01-03;11:10;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0145;F;16;true;0;9;P070;shoe;90,55;0,2;75,46;15,09;0;90,55;90,55;Nike;Casual;Max;40;Pink;true
V011600;L0014596;2024-01-30;10:26;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0358;F;28;true;0;8;P025;shoe;87;0,2;72,5;14,5;0;87;87;Nike;Casual;Air;42;Red Blood;true
V011601;L0014597;2024-01-26;14:26;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0160;F;58;true;0;9;P075;shoe;95,17;0,2;79,31;15,86;0;95,17;95,17;New Balance;Trail;Zoom;40;Light Green;true
V011602;L0014598;2024-01-09;09:56;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0160;F;58;true;0;15;P060;shoe;153,82;0,2;128,18;25,64;0;153,82;153,82;Nike;Limited Edition;Zoom;38;Deep Blue;false
V011603;L0014599;2024-01-10;14:08;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0269;M;32;true;0;7;P024;shoe;74,8;0,2;62,33;12,47;0;74,8;102,46;New Balance;Trail;Zoom;40;Classic Grey;false
V011604;L0014600;2024-01-05;17:26;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0203;M;27;true;0;9;P049;shoe;91,33;0,2;76,11;15,22;0;91,33;100;New Balance;Basketball;Air;30;Sunny Yellow;false
V011605;L0014601;2024-01-22;09:14;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0132;F;16;true;0;16;P020;shoe;160;0,2;133,33;26,67;0;160;160;New Balance;Limited Edition;Zoom;39;Electric Blue;false
V011606;L0014602;2024-01-09;16:35;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0280;M;16;true;0;13;P057;shoe;93,25;0,2;77,71;15,54;0;93,25;100,34;New Balance;Training;Max;33;Pink;false
V011606;L0014603;2024-01-09;16:35;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0280;M;16;true;0;13;A010;accessory;26,75;0,2;22,29;4,46;0;26,75;26,75;Accessoire;Casquette;Casquette;S;White;false
V011606;L0014604;2024-01-09;16:35;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0280;M;16;true;0;13;A007;accessory;17,84;0,2;14,87;2,97;0;17,84;17,84;Accessoire;Chaussettes;Chaussettes;L;Classic Grey;false
V011607;L0014605;2024-01-04;12:59;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0353;F;26;true;0;15;P060;shoe;153,82;0,2;128,18;25,64;0;153,82;153,82;Nike;Limited Edition;Zoom;38;Deep Blue;false
V011608;L0014606;2024-01-10;14:15;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0210;M;54;true;0;11;P016;shoe;115,62;0,2;96,35;19,27;0;115,62;115,62;New Balance;Running;Flex;42;Premium Black;false
V011609;L0014607;2024-01-18;18:50;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0385;M;25;false;0;0;P016;shoe;115,62;0,2;96,35;19,27;0;115,62;115,62;New Balance;Running;Flex;42;Premium Black;false
V011609;L0014608;2024-01-18;18:50;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0385;M;25;false;0;0;P037;shoe;92;0,2;76,67;15,33;0;92;92;New Balance;Running;Pro;42;Light Green;false
V011609;L0014609;2024-01-18;18:50;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0385;M;25;false;0;0;A012;accessory;8,92;0,2;7,43;1,49;0;8,92;8,92;Accessoire;Lacets;Lacets;S;White;false
V011610;L0014610;2024-01-22;15:55;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0100;M;31;true;0;5;P085;shoe;50,15;0,2;41,79;8,36;0;50,15;89;Puma;Training;Elite;30;Light Green;false
V011611;L0014611;2024-01-19;18:36;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0286;M;22;true;0;16;P044;shoe;160;0,2;133,33;26,67;0;160;160;Puma;Limited Edition;Zoom;38;Gold;true
V011612;L0014612;2024-01-18;10:04;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0014;M;25;false;0;0;P085;shoe;64,97;0,2;54,14;10,83;0;64,97;89;Puma;Training;Elite;30;Light Green;false
V011613;L0014613;2024-01-24;10:11;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0326;F;35;true;0;16;P087;shoe;160;0,2;133,33;26,67;0;160;160;New Balance;Limited Edition;Flex;38;Black;false
V011614;L0014614;2024-01-26;09:58;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0317;M;44;true;0;16;P059;shoe;160;0,2;133,33;26,67;0;160;160;Nike;Limited Edition;Max;30;Deep Purple;true
V011615;L0014615;2024-01-24;15:43;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0183;M;66;false;0;0;P085;shoe;89;0,2;74,17;14,83;0;89;89;Puma;Training;Elite;30;Light Green;false
V011616;L0014616;2024-01-17;16:48;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0320;F;16;true;0;24;P027;shoe;160;0,2;133,33;26,67;0;160;160;Puma;Limited Edition;Zoom;33;Red Blood;false
V011616;L0014617;2024-01-17;16:48;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0320;F;16;true;0;24;P013;shoe;85,75;0,2;71,46;14,29;0;85,75;109,38;Puma;Basketball;Flex;33;Black;false
V011617;L0014618;2024-01-05;14:36;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0078;F;65;true;0;10;P069;shoe;109,98;0,2;91,65;18,33;0;109,98;153,82;Nike;Limited Edition;Air;42;White;false
V011618;L0014619;2024-01-30;15:19;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0121;F;27;false;0;0;P059;shoe;160;0,2;133,33;26,67;0;160;160;Nike;Limited Edition;Max;30;Deep Purple;true
V011619;L0014620;2024-01-04;16:20;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0104;F;41;true;0;8;P025;shoe;87;0,2;72,5;14,5;0;87;87;Nike;Casual;Air;42;Red Blood;true
V011620;L0014621;2024-01-11;12:48;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0070;M;33;true;0;16;P020;shoe;160;0,2;133,33;26,67;0;160;160;New Balance;Limited Edition;Zoom;39;Electric Blue;false
V011621;L0014622;2024-01-12;13:52;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0363;F;46;true;0;14;P038;shoe;149,39;0,2;124,49;24,9;0;149,39;149,39;Puma;Limited Edition;Elite;32;Black;false
V011622;L0014623;2024-01-11;17:13;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0149;F;20;false;0;0;P038;shoe;149,39;0,2;124,49;24,9;0;149,39;149,39;Puma;Limited Edition;Elite;32;Black;false
V011622;L0014624;2024-01-11;17:13;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0149;F;20;false;0;0;A005;accessory;23,57;0,2;19,64;3,93;0;23,57;26,75;Accessoire;Casquette;Casquette;S;Deep Blue;false
V011623;L0014625;2024-01-15;15:46;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0302;M;60;true;0;15;P060;shoe;153,82;0,2;128,18;25,64;0;153,82;153,82;Nike;Limited Edition;Zoom;38;Deep Blue;false
V011624;L0014626;2024-01-01;13:40;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0309;M;20;true;0;16;P027;shoe;160;0,2;133,33;26,67;0;160;160;Puma;Limited Edition;Zoom;33;Red Blood;false
V011625;L0014627;2024-01-12;10:21;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0090;F;47;false;0;0;P029;shoe;92;0,2;76,67;15,33;0;92;92;New Balance;Running;Pro;41;Deep Blue;false
V011626;L0014628;2024-01-18;10:15;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0201;F;32;true;0;8;P079;shoe;85,08;0,2;70,9;14,18;0;85,08;108,08;Puma;Trail;Pro;43;Sunny Yellow;false
V011627;L0014629;2024-01-03;10:26;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0017;M;44;true;0;11;P046;shoe;118;0,2;98,33;19,67;0;118;118;Puma;Trail;Flex;38;Deep Purple;false
V011628;L0014630;2024-01-22;13:00;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0250;M;35;false;0;0;P051;shoe;100;0,2;83,33;16,67;0;100;100;Nike;Basketball;Flex;32;Pink;false
V011629;L0014631;2024-01-22;11:14;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0132;F;16;true;0;10;P038;shoe;100,99;0,2;84,16;16,83;0;100,99;149,39;Puma;Limited Edition;Elite;32;Black;false
V011630;L0014632;2024-01-29;09:16;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0280;M;16;true;0;9;P075;shoe;95,17;0,2;79,31;15,86;0;95,17;95,17;New Balance;Trail;Zoom;40;Light Green;true
V011631;L0014633;2024-01-26;15:53;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0070;M;33;true;0;16;P020;shoe;160;0,2;133,33;26,67;0;160;160;New Balance;Limited Edition;Zoom;39;Electric Blue;false
V011632;L0014634;2024-01-17;11:41;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0333;F;37;true;0;23;P031;shoe;100,72;0,2;83,93;16,79;0;100,72;112,8;New Balance;Trail;Max;38;Electric Blue;false
V011632;L0014635;2024-01-17;11:41;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0333;F;37;true;0;23;P087;shoe;136,75;0,2;113,96;22,79;0;136,75;160;New Balance;Limited Edition;Flex;38;Black;false
V011633;L0014636;2024-01-30;09:34;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0361;M;37;true;0;14;P038;shoe;149,39;0,2;124,49;24,9;0;149,39;149,39;Puma;Limited Edition;Elite;32;Black;false
V011634;L0014637;2024-01-02;14:37;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0405;M;43;true;0;21;P002;shoe;109,02;0,2;90,85;18,17;0;109,02;109,02;Puma;Basketball;Zoom;39;Pink;true
V011634;L0014638;2024-01-02;14:37;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0405;M;43;true;0;21;P042;shoe;109,5;0,2;91,25;18,25;0;109,5;109,5;Puma;Training;Pro;39;Red Blood;false
V011635;L0014639;2024-01-08;11:40;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0093;F;39;false;0;0;P081;shoe;155,3;0,2;129,42;25,88;0;155,3;155,3;Puma;Limited Edition;Zoom;36;Classic Grey;false
V011636;L0014640;2024-01-22;15:53;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0204;M;32;false;0;0;P047;shoe;94;0,2;78,33;15,67;0;94;94;Nike;Trail;Zoom;44;Black;false
V011637;L0014641;2024-01-02;14:06;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0045;M;44;true;0;9;P029;shoe;92;0,2;76,67;15,33;0;92;92;New Balance;Running;Pro;41;Deep Blue;false
V011638;L0014642;2024-01-30;12:10;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0188;F;35;true;0;10;P002;shoe;109,02;0,2;90,85;18,17;0;109,02;109,02;Puma;Basketball;Zoom;39;Pink;true
V011639;L0014643;2024-01-19;15:02;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0274;F;37;true;0;16;P059;shoe;160;0,2;133,33;26,67;0;160;160;Nike;Limited Edition;Max;30;Deep Purple;true
V011640;L0014644;2024-01-03;14:13;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0254;F;42;true;0;10;P086;shoe;100;0,2;83,33;16,67;0;100;100;New Balance;Basketball;Flex;32;Deep Blue;true
V011641;L0014645;2024-01-10;10:14;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0106;F;31;true;0;8;P025;shoe;87;0,2;72,5;14,5;0;87;87;Nike;Casual;Air;42;Red Blood;true
V011642;L0014646;2024-01-24;12:18;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0363;F;46;true;0;15;P081;shoe;155,3;0,2;129,42;25,88;0;155,3;155,3;Puma;Limited Edition;Zoom;36;Classic Grey;false
V011643;L0014647;2024-01-03;09:57;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0262;F;39;false;0;0;P013;shoe;97,57;0,2;81,31;16,26;0;97,57;109,38;Puma;Basketball;Flex;33;Black;false
V011644;L0014648;2024-01-19;15:37;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0147;M;40;true;0;17;P060;shoe;153,82;0,2;128,18;25,64;0;153,82;153,82;Nike;Limited Edition;Zoom;38;Deep Blue;false
V011644;L0014649;2024-01-19;15:37;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0147;M;40;true;0;17;A009;accessory;19,53;0,2;16,28;3,25;0;19,53;26,75;Accessoire;Tee-shirt;Tee-shirt;XL;Classic Grey;false
V011645;L0014650;2024-01-19;15:04;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0253;F;42;true;102;10;P043;shoe;102,8;0,2;85,67;17,13;10,2;113;113;New Balance;Training;Flex;44;Sunny Yellow;false
V011646;L0014651;2024-01-17;16:58;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0380;M;38;true;0;16;P087;shoe;160;0,2;133,33;26,67;0;160;160;New Balance;Limited Edition;Flex;38;Black;false
V011647;L0014652;2024-01-23;12:53;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0255;F;45;false;0;0;P027;shoe;160;0,2;133,33;26,67;0;160;160;Puma;Limited Edition;Zoom;33;Red Blood;false
V011648;L0014653;2024-01-18;12:55;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0286;M;22;true;0;10;P086;shoe;100;0,2;83,33;16,67;0;100;100;New Balance;Basketball;Flex;32;Deep Blue;true
V011649;L0014654;2024-01-30;10:14;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0112;M;21;true;0;16;P087;shoe;160;0,2;133,33;26,67;0;160;160;New Balance;Limited Edition;Flex;38;Black;false
V011650;L0014655;2024-01-26;09:29;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0050;F;16;true;0;8;P025;shoe;87;0,2;72,5;14,5;0;87;87;Nike;Casual;Air;42;Red Blood;true
V011651;L0014656;2024-01-22;16:37;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0063;M;51;false;0;0;P047;shoe;94;0,2;78,33;15,67;0;94;94;Nike;Trail;Zoom;44;Black;false
V011652;L0014657;2024-01-31;15:33;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0341;M;38;true;0;10;P024;shoe;102,46;0,2;85,38;17,08;0;102,46;102,46;New Balance;Trail;Zoom;40;Classic Grey;false
V011653;L0014658;2024-01-09;09:27;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0029;2470;2023-11-07;Sales;0,06;0,94;C0256;M;32;true;0;9;P070;shoe;90,55;0,2;75,46;15,09;0;90,55;90,55;Nike;Casual;Max;40;Pink;true
V011654;L0014659;2024-01-09;12:11;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0037;2559;2024-01-09;Sales;0,08;0,92;C0095;M;30;false;0;0;P052;shoe;95,14;0,2;79,28;15,86;0;95,14;113;New Balance;Training;Pro;45;Electric Blue;false
V011655;L0014660;2024-01-23;18:21;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0031;2721;2023-08-03;Support;0,27;0,73;C0178;F;48;true;0;9;P016;shoe;90,65;0,2;75,54;15,11;0;90,65;115,62;New Balance;Running;Flex;42;Premium Black;false
V011656;L0014661;2024-01-09;18:53;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0417;M;29;true;0;18;P060;shoe;153,82;0,2;128,18;25,64;0;153,82;153,82;Nike;Limited Edition;Zoom;38;Deep Blue;false
V011656;L0014662;2024-01-09;18:53;S06;Discount;Peripherie;187;9h/19h;open 5/7;45;E0032;2895;2022-02-22;Manager;0,07;0,93;C0417;M;29;true;0;18;A002;accessory;31,21;0,2;26,01;5,2;0;31,21;31,21;Accessoire;Bonnet;Bonnet;M;Classic Grey;false
